id,sentence,eng_result,kor_result
409,이에 비추어 피고인은 책임이 무거워 엄한 처벌을 피하기 어렵다고 할 수 있다.,"In light of this, it can be said that it is difficult to avoid severe punishment due to the heavy responsibility of the Defendant.",이에 비추어 피고인의 책임이 무겁기 때문에 중징계를 피하기 어렵다고 할 수 있다.
491,형사재판에서 공소가 제기된 범죄사실에 대한 입증책임은 검사에게 있고,The prosecutor is responsible for proving the criminal facts charged in the criminal trial,검사는 형사재판에서 기소된 범죄사실을 입증할 책임이 있다.
514,피해회복이 이루어지지 않았다.,No recovery has been made.,복구가 수행되지 않았습니다.
528,피해 회복을 위해 다소 노력한 사정이 엿보인다고 하더라도 피고인에 대하여 그에 상응하는 실형의 선고가 불가피하다.,"Even if there is a glimpse of efforts to recover from the damage, it is inevitable to sentence the Defendant to a corresponding prison sentence.",피해복구 노력이 엿보여도 피고인에게 상응하는 징역형을 선고할 수밖에 없다.
533,피고인이 범행을 부인하고 피해회복이 되지 않았으나,"The defendant denied the crime and did not recover from the damage,","피고는 범행을 부인하고 피해회복을 하지 아니하였고,"
621,- 감경요소: 심신미약(본인 책임 없음),- Reduction factor: mental and physical weakness (no liability),- 감소요인: 심신미약(무책임)
639,피해 회복을 위하여 별다른 노력을 기울이지 않았고,I didn't make much effort to recover from the damage,나는 피해 복구에 많은 노력을 기울이지 않았다.
655,'임신 실패의 탓을 피고인에게 돌리며 스트레스를 해소한 것이 아닌가라는 의심이 든다'는 등 다소 납득하기 어려운 변소로 일관하는 등 반성하는 모습은커녕 오히려 이 사건 범행을 피해자의 책임으로 돌리려는 듯한 태도를 보이고 있다.,"Rather than reflecting on himself, he seems to be trying to blame the victim for the crime in this case, such as ""I suspect that he relieved stress by blaming the defendant for the failure of pregnancy.""","반성보다는 ""임신 실패의 책임을 피고인 탓으로 돌리며 스트레스를 해소한 것으로 의심된다""는 등 이번 사건의 범행을 피해자 탓으로 돌리려는 것으로 보인다."
736,그럼에도 불구하고 피고인은 피해회복을 위한 별다른 조치를 취하지 아니하였고,"Nevertheless, the Defendant did not take any action to recover from the damage",그럼에도 불구하고 피고는 피해 복구를 위한 어떠한 조치도 취하지 않았다.
777,첫 번째 추행행위인 판시 입맞춤 후 피해자가 싫다고 하지 말라고 함에도 엉덩이 아랫부분을 만지고 원피스를 팔뚝까지 벗기는 추행행위를 계속하여 책임이 무거운 점,"After kissing the first molestation, the victim said not to say no, but continued to touch the lower part of the hip and take off the dress to the forearm, which is a heavy responsibility","피해자는 1차 추행에 입을 맞춘 뒤 ""싫다""고 하지 말고 엉덩이 아랫부분을 계속 만지며 드레스를 팔뚝까지 벗는 등 책임이 무겁다."
895,피고인은 피해 회복을 위한 별다른 노력을 취하지 않았던바,The defendant did not make much effort to recover from the damage,피고는 피해 복구에 많은 노력을 기울이지 않았다.
1019,피고인이 피해회복을 위하여 노력한 것이 없는 점,The fact that the Defendant has not made any efforts to recover from the damage,피고인이 피해회복을 위한 노력을 기울이지 않았다는 사실
1046,③ 피고인은 자신의 지위를 남용하여 저질렀다고 할 수 있는 이 사건 범행을 ‘부인’하면서 책임을 오히려 피해자에게 ‘전가’하고 있다고 볼 수 있으며(2020. 11. 27.자 즉 제3회 공판조서 참조) 이에 비추어 전혀 반성하고 있지 않다고 할 수 있다.,"③ The Defendant is ""denying"" the crime in this case, which can be said to have committed by abusing his/her position, and is rather ""transferred"" the responsibility to the victim (refer to the 3rd trial report on November 27, 2020), and in light of this, it can be said that he/she is not reflecting at all.","③ 피고는 지위를 남용하여 범행을 저질렀다고 할 수 있는 이 사건 범행을 '부인'하고 있으며, 오히려 피해자에게 책임을 '이양'하고 있다(2020. 11. 27. 3심 보고서 참조), 이에 비추어 전혀 반성하지 않고 있다고 할 수 있다."
1046,피고인은 이 사건 범행의 책임이 무거워 엄한 처벌을 피하기 어렵다고 볼 수 있다.,It can be seen that it is difficult to avoid severe punishment because the Defendant is responsible for the crime in this case.,이 사건 범죄의 책임은 피고인에게 있으므로 엄벌을 피하기 어렵다고 볼 수 있다.
1129,그럼에도 불구하고 피고인은 납득할 수 없는 변명으로 일관하면서 자신의 형사책임을 모면하는 데 급급해 하는 등 진지한 반성과는 거리가 먼 태도를 보이고 있고,"Nevertheless, the defendant is showing an attitude far from serious reflection, such as trying to avoid his criminal responsibility while maintaining an unconvincing excuse",그럼에도 피고인은 납득할 수 없는 변명을 하면서도 형사책임을 회피하려는 등 심각한 반성과는 거리가 먼 태도를 보이고 있다.
1149,수사기관에서 피고인이 피해자들에게 책임을 전가하는 듯한 태도를 보인 점에 비추어 죄책에 상응한 엄한 처벌이 필요하다.,"In light of the defendant's attitude of passing the blame on the victims in the investigative agency, severe punishment corresponding to guilt is needed.",수사기관에서 피해자들에게 책임을 떠넘기는 피고인의 태도에 비추어 유죄에 상응하는 엄중한 처벌이 필요하다.
1725,- 감경요소: 심신미약(본인 책임 있음),- Reduction factor: mental and physical weakness (responsible),- 감소요인 : 심신미약(책임감)
1898,-감경요소: 심신미약(본인 책임 있음),- Reduction factor: mental and physical weakness (responsible for one',- 감소요인 : 심신미약(자신의 책임)
1998,그러나 피해가 전혀 회복되지 않은 점,"However, the damage has not been recovered at all",그러나 피해는 전혀 복구되지 않고 있다.
1998,피고인이 경찰관의 사건처리에 불만이 있다는 이유만으로 반말투로 이야기를 하다가 경찰관 G과 시비가 되던 중 먼저 경찰관의 가슴을 밀치는 등 경찰관에 대한 적대적인 태도로 일관하여 이 사건 동기나 경위에 참작할 부분이 없는 점 등은 피고인에게 불리한 정상이다.,"It is normal for the Defendant to have no consideration for the motive or circumstances of the case, as the Defendant was talking informally just because he/she was dissatisfied with the police officer's handling of the case and pushed the police officer's chest first.",피고인이 경찰관의 사건처리에 불만을 품고 경찰관의 가슴을 먼저 밀었다는 이유만으로 반말을 하고 있었던 만큼 사건의 동기나 경위에 대한 고려가 없는 것이 정상이다.
2105,피해 회복 노력 없음,No effort to recover from damage,손상 복구 노력 없음
2269,피해회복 여부,Damage recovery status,피해복구현황
3012,- 일반부정사유: 피해 회복 노력 없음,- General reasons for denial: no effort to recover from damage,- 거부의 일반적인 이유: 손상 복구 노력 없음
3018,피고인 오토바이에 가입된 책임보험으로 일부 피해가 회복된 점,The fact that some of the damage has been recovered by liability insurance subscribed to the Defendant's motorcycle,피고의 오토바이에 가입된 책임보험에 의하여 손해의 일부가 회복되었다는 사실
3049,피고인의 차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급된 것으로 보이는 점,"The fact that the Defendant's vehicle is covered by comprehensive insurance, so the insurance money seems to have been paid to the victim",피고인의 차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급된 것으로 보인다.
3086,피고인이 이 사건 사고 당시 종합보험에 가입되어 있어 피해자의 피해가 일부 회복되었을 것으로 보이는 점,The fact that the victim's damage is likely to have been partially recovered because the Defendant was covered by comprehensive insurance at the time of the accident in this case,이 사건 피고인이 사고 당시 종합보험에 가입되어 있었기 때문에 피해자의 피해가 일부 회복되었을 가능성이 높다는 점
3099,감경요소: 처벌불원(피해 회복을 위한 진지한 노력 포함),Mitigation factors: impunity (including serious efforts to recover from damage),완화 요인: 면책(피해 복구를 위한 진지한 노력 포함)
3111,피고인이 앞차보다 먼저 좌회전 하려고 중앙선을 침범하여 좌회전한 과실로 반대차로에서 직진 주행하던 피해자가 12주의 치료를 요하는 상해를 입었는바,"The victim, who was driving straight in the opposite lane due to the negligence of crossing the center line to turn left before the car in front, suffered an injury requiring 12 weeks of treatment",앞서 중앙선을 넘어 좌회전하는 과실로 반대편 차선에서 직진하던 피해자는 전치 12주의 부상을 입었다.
3145,책임보험에만 가입되어 있었던 점,The fact that it was only covered by liability insurance,책임보험에만 가입되어 있다는 사실
3158,[특별양형인자] 감경요소 : 처벌불원(피해 회복을 위한 진지한 노력 포함),[Special sentencing factor] Reduction factor: Unpunishment (including serious efforts to recover from damage),[특수 양형 요인] 감경 요인: 처벌 해제(피해 복구를 위한 진지한 노력 포함)
3165,기록상 피해자가 진료비 및 요양급여로 상당액을 지급받은 것으로 보이는 점,The fact that the victim appears to have received a considerable amount of medical expenses and medical care benefits in the records,기록상 피해자가 상당액의 요양비 및 요양급여를 받은 것으로 보이는 점
3172,사고차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급된 것으로 보이는 점,The fact that the insurance money seems to have been paid to the victim because the accident vehicle is covered by comprehensive insurance,사고차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급된 것으로 보이는 점
3192,[유형의 결정] 교통범죄 > 01. 일반 교통사고 > [제1유형] 교통사고 치상 [특별양형인자] 감경요소: 처벌불원(피해 회복을 위한 진지한 노력 포함),[Type decision] Traffic crime > 01. General traffic accident > [Type 1] Traffic accident injury [Special sentencing factor] Reduction factor: Unpunishment (including serious efforts to recover from damage),[유형결정] 교통범죄 > 01 일반교통사고 > [제1종] 교통사고 상해 [특수 양형 요인] 감소 요인: 처벌 해제(피해 복구를 위한 진지한 노력 포함)
3280,피고인이 운전한 차량이 책임보험에 가입되어 있어 피해자의 치료비 손해는 보험으로 전보될 수 있을 것으로 보이는 점 등을 유리한 정상으로 참작하고,"Considering the fact that the vehicle driven by the Defendant is covered by liability insurance, the damage to the victim's medical expenses may be transferred to the insurance, etc",피고가 운전하는 차량이 책임보험에 가입되어 있는 점 등을 고려하여 피해자의 의료비 피해를 보험 등으로 전가할 수 있다.
3281,피해자들에게 보험금이 지급된 점,the fact that insurance money was paid to the victims,피해자들에게 보험금이 지급되었다는 사실
3311,[특별양형인자] 감경요소: 처벌불원(피해 회복을 위한 진지한 노력 포함) 가중요소: 중상해가 발생한 경우,[Special sentencing factor] Reduction factor: Unpunishment (including serious efforts to recover from damage) Weighted factor: In the case of serious injury,[특수 양형 요인] 감경 요인: 처벌 해제(피해 복구를 위한 진지한 노력 포함) 가중 계수: 중상의 경우
3318,이 사건 범행은 피고인이 화물차를 운전하다가 어린이 보호구역에 진입하는 길목에 있는 횡단보도에서 보행자 신호에 따라 길을 건너던 당시 6세에 불과한 피해자를 충격하여 상해를 입게 한 것으로 부주의의 정도와 책임이 적지 않다.,"The crime in this case shocked and injured a victim, who was only six years old at the time, at a crosswalk on the way to the children's protection zone while driving a truck, and there are many carelessness and responsibility.",이 사건 범행은 화물차를 몰다 어린이보호구역으로 가던 횡단보도에서 당시 6살에 불과했던 피해자가 충격을 받고 다치는 등 부주의와 책임이 적지 않다.
3330,가해차량이 종합보험에 가입되어 있어 어느 정도의 피해회복은 가능할 것으로 보이는 점,The fact that the damaged vehicle is covered by comprehensive insurance is expected to recover to some extent,피해 차량이 종합보험에 가입돼 있는 점은 어느 정도 회복될 것으로 보인다.
3363,○ 유리한 정상: 보험처리로 피해자에 대한 치료비 등이 지급된 점,"○ Advantageously normal: The fact that medical expenses, etc. have been paid for the victims through insurance treatment",○ 유리하게 정상: 보험 치료를 통해 피해자들에게 의료비 등을 지급했다는 사실
3370,그렇기 때문에 교통사고 발생의 주된 책임은 피고인에게 있으며,"Therefore, the Defendant is mainly responsible for the occurrence of a traffic accident",따라서 피고는 주로 교통사고의 발생에 대한 책임이 있다.
3389,피고인이 가입한 보험을 통하여 일정 부분 피해 회복이 이루어진 것으로 보인다.,It seems that some damage recovery has been made through the insurance that the Defendant subscribed to.,피고인이 가입한 보험을 통해 어느 정도 피해복구가 이뤄진 것으로 보인다.
3391,현장을 이탈하기 전에 타인이 먼저 구호조치를 하여도 무방하다(대법원 2004. 3. 12. 선고 2004도250 판결 참조).,"It is safe for others to take relief measures first before leaving the scene (see Supreme Court Decision 2004Do250 on March 12, 2004).",다른 사람은 현장을 떠나기 전에 먼저 구호조치를 취하는 것이 안전하다(대법원 2004. 3. 12. 선고 2004도250 판결 참조).
3536,3. 선고형의 결정: 금고 1년 (책임보험만 가입하고 자동차종합보험 미가입으로 상해에 대한 손해 전보되지 못하는 점,3. Decision of sentence: 1 year of imprisonment (only responsible insurance is subscribed and the damage cannot be compensated for injuries due to non-subscribed automobile comprehensive insurance),3. 선고결정 : 징역 1년(책임보험만 가입하고 자동차종합보험 미가입으로 인한 상해에 대해서는 손해배상을 할 수 없음)
3537,한 가정의 생계를 책임지는 가장인 점 등을 참작하여 주문과 같이 형을 정한다.,"The sentence is determined as per Disposition, taking into account the fact that the head of the household is responsible for the livelihood of a family.",가장이 가족의 생계를 책임지는 점 등을 참작하여 처분에 따라 형이 결정된다.
3595,다만 피고인 차량이 책임보험에 가입되어 있는 점,"However, the fact that the Defendant's vehicle has liability insurance",다만 피고의 차량에 책임보험이 있다는 사실은
3595,피고인이 피해자 측에게 일부 금원을 지급한 것으로 보이는 점,The fact that the Defendant seems to have paid some money to the victim,피고가 피해자에게 얼마간의 금전을 지급한 것으로 보인다는 점
3637,피해자의 피해 정도가 중함에도 피해자의 피해 회복을 위하여 노력한 정황이 보이지 않는다.,"Despite the severity of the victim's damage, there is no circumstance in which the victim tried to recover from the damage.",피해자의 피해가 심각함에도 불구하고 피해자가 피해복구를 시도한 정황은 없다.
3691,책임보험에만 가입되어 있다.,be covered solely by liability insurance,책임보험에 가입되어 있다.
3733,그로 인하여 피해자에게 영구적인 후유장애가 남을 것으로 보인다. 가해차량은 책임보험에만 가입되어 있다.,"As a result, permanent aftereffects are expected to remain on the victim. Harmful vehicles are covered only by liability insurance.",이에 따라 피해자에게 영구적인 후유증이 남을 것으로 보인다. 유해 차량은 책임 보험만 적용됩니다.
3798,사고차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급될 것으로 보이는 점,The fact that insurance money is expected to be paid to the victim because the accident vehicle is covered by comprehensive insurance,사고차량이 종합보험에 가입되어 있어 피해자에게 보험금이 지급될 것으로 예상되는 점
3849,피고인이 별도의 피해회복 조치를 취한 바는 없다.,The Defendant has not taken any separate measures to recover from damage.,피고는 피해 복구를 위한 별도의 조치를 취하지 않았다.
3893,피고인이 자동차종합보험에 가입되어 있어 피해자의 피해가 일부 회복되었을 것으로 보이는 점 등은 피고인에게 유리한 정상이다.,The fact that the victim's damage is likely to have been partially recovered because the Defendant is subscribed to comprehensive automobile insurance is normal in favor of the Defendant.,피고인이 자동차종합보험에 가입되어 있기 때문에 피해자의 피해가 일부 회복되었을 가능성이 높다는 점은 피고인에게 유리한 것이 정상이다.
3940,그럼에도 이제까지 직접적으로는 피해 회복을 위한 조치를 취한 바 없는 점 등을 고려하면,"Nevertheless, considering that no direct measures have been taken to recover from the damage so far,","그럼에도 불구하고 현재까지 피해복구를 위한 직접적인 조치가 취해지지 않은 점을 고려하면,"
3967,피고인이 운전한 오토바이가 책임보험에 가입되어 있다.,The motorcycle driven by the Defendant is covered by liability insurance.,피고가 운전하는 오토바이는 책임보험에 가입되어 있다.
3994,[특별양형인자]감경요소: 처벌불원(피해 회복을 위한 진지한 노력 포함),[Special sentencing factor] Reduction factor: Unpunishment (including serious efforts to recover from damage),[특수 양형 요인] 감경 요인: 처벌 해제(피해 복구를 위한 진지한 노력 포함)
3994,000만 원이 지급되었고,10 million won was paid,천만원이 지불되었다.
4030,피고인이 자신의 잘못을 인정하면서 반성하고 있다. 가해 차량이 책임보험에 가입되어 있어 피해자의 치료비가 F공제조합으로부터 지급되었고,The defendant is reflecting on his mistake while acknowledging it. The victim's medical expenses were paid by the F Mutual Aid Association because the perpetrator vehicle was covered by liability insurance,피고는 자신의 잘못을 인정하면서 반성하고 있다. 가해 차량이 책임보험에 가입돼 있어 피해자의 의료비는 F공제회가 부담했다.
4071,피고인이 가입한 운전자보험을 통해 피해자 측에 금원이 지급된 것으로 보이는 점,The fact that money seems to have been paid to the victim through the driver's insurance subscribed to by the Defendant,피고가 가입한 운전자보험을 통해 피해자에게 돈이 지급된 것으로 보이는 점
4114,교통사고 발생의 주된 책임은 보도(步道)를 침범하여 개인형 이동장치를 운행한 피고인에게 있다.,The main responsibility for the occurrence of a traffic accident lies with the Defendant who violated the sidewalk and operated a personal mobile device.,교통사고 발생의 주된 책임은 보도를 침범하여 개인휴대기기를 작동시킨 피고에게 있다.
4188,더구나 이 사건 차량은 의무보험에만 가입되어 있고 피해 회복이 이루어지지 않고 있다.,"Moreover, the vehicle in this case is only covered by compulsory insurance and no damage recovery has been made.",더욱이 이 사건 차량은 강제보험만 적용되고 피해복구는 이뤄지지 않고 있다.
6004,상당 부분 피해 회복된 경우,In case of substantial damage recovery,상당한 손상 복구의 경우
6004,・ 피고인이 약속한 기한까지 대금을 전혀 지급하지 못하였음에도 우표를 반환하고 거래를 종결하기는커녕 계속하여 기한만 연장하는 등의 이 사건 경위,"· The circumstances of this case, such as returning stamps and continuing to extend the deadline, even though the Defendant failed to pay any money by the promised deadline",· 피고가 약속한 기한까지 돈을 한 푼도 납부하지 않았음에도 우표를 반납하고 기한을 계속 연장하는 등 이 사건 사정
6011,피해자에 대한 피해 회복이 쉽지 않다는 점을 감안하면 비록 하위 조직원으로 가담한 경우에도 엄정한 처벌이 필요하다.,"Considering that it is not easy to recover from damage to the victims, strict punishment is needed even if they participate as a sub-organizer.",피해자들의 피해 회복이 쉽지 않다는 점을 고려하면 하위 주관자로 참여하더라도 엄격한 처벌이 필요하다.
6011,현재까지 아무런 피해회복도 되지 않았다.,"So far, no damage has been recovered.",아직까지 피해는 복구되지 않았다.
6025,피해자 I의 피해가 일부 회복된 것으로 보이는 점,Victim I's damage seems to have partially recovered,피해자 I의 피해는 부분적으로 회복된 것 같습니다
6027,- 감경요소 : 처벌불원 또는 상당부분 피해 회복된 경우,- Reduction factors: In the case of non-punishment or recovery of substantial damage,- 감소 계수: 처벌을 받지 않거나 상당한 손해를 회복한 경우
6033,그러나 그 뒤에 피고인이 위 인출사실을 인정하면서 위 돈은 I의 주식인수대금으로 사용하였다는 취지의 2018. 8. 20.자 지급확인서(수사기록 제45쪽)를 작성하여 주었으므로 크게 문제 삼지 않았던 것이다”라고 하여 피고인이 피해자에게 알리지 않고 직접 피해자 H조합계좌에서 5,"However, the Defendant acknowledged the above withdrawal and wrote a payment confirmation (page 45 of the investigation record) on August 20, 2018 to the effect that the above money was used as the stock acquisition price of I, so it was not a big problem,"" the Defendant said without notifying the victim directly in the victim's H union account","다만 피고인은 피해자의 H조합 계좌에 직접 통지하지 않은 채 ""피고인은 위 출금을 인정하고 위 돈이 I씨의 주식취득가격으로 사용되었다는 취지의 지급확인서(수사기록 45쪽)를 2018. 8. 20.에 작성하여 지급확인서(수사기록 45쪽)를 작성하였으니 큰 문제가 되지 않는다""고 밝혔다."
6033,000만 원은 사실 피해자가 앞서 2018. 3. 8.경 정기예금을 해약하여 피고인에게 현금 또는 수표로 지급하였던 돈이고,"In fact, KRW 10 million was the money that the Victim previously canceled the regular deposit around March 8, 2018, and paid to the Defendant in cash or check",사실 1000만원은 피해자가 앞서 2018.3.8.경 정기예금을 취소하고 피고인에게 현금이나 수표로 지급한 돈이다.
6033,게다가 피해자는 이 법정에 증인으로 출석하여서는 “피해자가 피고인에게 현금 또는 수표로 지급한 5,"In addition, the victim appeared as a witness in this court and said, ""5 paid by the victim in cash or by check to the defendant","또 피해자가 이 법정에 증인으로 출석해 ""피해자가 피고인에게 현금 또는 수표로 지급한 5."
6042,○ 보험 계약 체결 및 수당 지급의 구조를 악용하는 등 범행 수법이 매우 불량함,"○ The method of crime is very poor, such as abusing the structure of signing insurance contracts and paying allowances",○ 보험계약을 체결하고 수당을 지급하는 구조를 악용하는 등 범행 수법이 매우 열악하다.
6042,○ 대부분의 피해가 회복되지 않았고,○ Most of the damage hasn't been recovered,○ 피해의 대부분은 복구되지 않았습니다
6043,피해자에 대한 피해회복을 위해 노력한 바 없어 피해자가 피고인의 처벌을 원하고 있는 점 등 불리한 정상도 인정되는바,"It is also recognized as unfavorable normal, such as the fact that the victim wants the defendant's punishment because he has not tried to recover from the damage to the victim",피해자가 피해자의 피해 회복을 위해 노력하지 않았기 때문에 피해자가 피고인의 처벌을 원하는 점 등도 불리한 정상으로 인정된다.
6045,범행의 경위 및 범행 후의 정황 등 기록과 변론에서 나타난 여러 사정과 양형기준[다수범죄 처리기준 결과 : 징역 6월에서 2년 사이{피해자 AW에 대한 사기죄에 관하여 감경영역 : 징역 1월에서 1년 사이(감경요소 : 상당 부분 피해회복된 경우),"Various circumstances and sentencing standards, such as the circumstances of the crime and the circumstances after the crime, etc. (Results of multiple crimes handling standards: between 6 months and 2 years in prison for fraud against victim AW: between 1 month and 1 year in prison (reduction factor: where a considerable amount of damage has been recovered)","범행경위, 범행후경위 등 여러 정황과 양형기준(다중범죄처리기준 결과: 피해자 AW에 대한 사기죄로 징역 6개월~2년 이하: 징역 1개월~1년 이하(감경요인: 상당액의 피해가 발생한 경우) 복구됨)"
6047,○ 불리한 정상: 피고인은 C가 사실상 하위 투자자들로부터 받은 투자금으로 기존 투자자들에게 배당금을 지급하는 돌려막기 방식으로 수익이 창출된다는 사실을 알면서도 이러한 사실을 고지하지 않았고,"○ Disadvantageous Normal: The defendant did not notify C of this fact, knowing that the return method would generate profits by paying dividends to existing investors with the investments he received from the lower investors","○ 불리한 정상: 피고는 이 사실을 C에게 통지하지 아니하였는데, 이는 그 반환방법이 하위투자자로부터 받은 투자금으로 기존투자자에게 배당을 지급하여 이익을 발생시키는 것임을 알고 있었다."
6057,신용회복위원회로부터 채무조정승인을 받아 피해자에게 매월 일정액을 변제할 예정이다.,"After obtaining approval for debt adjustment from the Credit Counseling and Recovery Service, a certain amount will be reimbursed to the victim every month.",신용회복위원회로부터 채무조정 승인을 받은 뒤 매달 일정 금액을 피해자에게 변제한다.
6069,피해자의 피해가 회복되지 아니한 점,The fact that the victim's damage has not been recovered,피해자의 피해가 회복되지 않았다는 사실은
6091,피고인이 아직까지 피해자에 대하여 피해를 완전히 회복하지 못하고 있고,"The defendant has yet to fully recover from the damage to the victim,","피고는 아직 피해자에 대한 피해가 완전히 회복되지 아니한 상태이고,"
6094,피해 조합이 입은 금전적 피해가 아직까지도 대부분 회복되지 않고 있는 점 등의 불리한 정상이 있으나,"There is a disadvantageous summit, such as the fact that most of the financial damage suffered by the victims' association has not been recovered yet",피해자회가 입은 금전적 피해가 대부분 아직 복구되지 않은 등 불리한 정상회담이 진행되고 있다.
6119,- 감경요소: 피해자에게도 범행의 발생 또는 피해의 확대에 상당한 책임이 있는 경우,- Reduction factors: Where the victim is also responsible for the occurrence of the crime or the expansion of the damage;,- 감소 계수: 범죄발생 또는 피해확대에 대한 책임도 피해자에게 있는 경우
6119,상당부분 피해 회복된 경우,In case of substantial damage recovery,상당한 손상 복구의 경우
6119,500만 원을 공탁하였기 때문에 관련 민사소송의 결과에 따라 B의 피해는 전부 회복될 수 있는 점,"Since 5 million won was deposited, the damage to B can be recovered depending on the result of the relevant civil lawsuit",500만원이 입금됐기 때문에 관련 민사소송 결과에 따라 B씨의 피해액은 환수할 수 있다.
6125,피해가 제대로 회복되지 않은 점 등,"The fact that the damage has not been properly recovered, etc",피해복구가 제대로 되지 않았다는 점 등
6125,피고인을 구속하기보다는 경제활동을 통하여 피해자들의 피해를 회복할 기회를 주는 것이 더욱 바람직해 보이는 점 등,"Rather than arresting the accused, it seems more desirable to give the victims an opportunity to recover from the damage through economic activities, etc",피고인을 구속하기보다는 경제활동 등을 통해 피해자들이 피해를 회복할 수 있는 기회를 주는 것이 바람직해 보인다.
6130,그리고 아직까지 피해회복이 되지 않고 있는 점은 불리한 정상으로 참작한다.,"In addition, the fact that the damage has not been recovered yet is considered to be unfavorable normal.",또 피해 복구가 아직 이뤄지지 않은 점도 통상적으로 불리한 것으로 평가된다.
6131,피고인이 2013. 3.경 도주하여 종적을 감춘 채 상당한 기간이 지나도록 피해 회복을 위한 아무런 노력을 하지 않은 점,The fact that the Defendant fled around March 2013 and did not make any effort to recover from the damage until a considerable period of time has elapsed,"피고인이 2013. 3.경 도주하여 상당기간이 경과할 때까지 피해회복을 위한 노력을 기울이지 않은 점,"
6139,피고인의 진술에 따르더라도 이행보증보험증권을 발급받는 데 위 돈을 사용하려다가 현금이 필요하지 않게 되었다는 것이어서 이를 피해자에게 돌려줌으로써 피해를 회복할 기회가 있었음에도 그 중 1,"According to the Defendant's statement, he/she tried to use the above money to issue the performance guarantee insurance policy, but he/she did not need cash, so even though he/she had a chance to recover the damage by returning it to the victim",피고인의 진술에 의하면 위 돈을 성과보증보험증권 발행에 사용하려 하였으나 현금이 필요하지 아니하여 피해자에게 반환하여 손해를 회복할 기회가 있었음에도
6139,그 뒤로도 2년이 넘는 기간 동안 피해회복을 위한 아무런 조치도 취하지 않은 점,The fact that no action has been taken to recover from the damage for more than two years since then,이후 2년이 넘도록 피해복구를 위한 조치가 취해지지 않았다는 점은
6145,피고인은 책임이 무거워 엄한 처벌을 피하기 어렵다고 할 수 있다.,It can be said that it is difficult to avoid severe punishment because the defendant is heavily responsible.,피고인의 책임이 무겁기 때문에 중징계를 피하기 어렵다고 할 수 있다.
6161,피해회복이 이루어지지 않은 점,The fact that the damage has not been recovered,그 손해가 회복되지 않았다는 사실
6166,〇 불리한 정상: 전화금융사기 범죄는 불특정 다수의 피해자를 상대로 계획적·조직적인 방법으로 행하여지면서 피해자들에게 사실상 회복하기 어려운 피해를 입히므로 엄벌할 필요성이 있다.,"불리한 Unfavorable Normal: The crime of telephone financial fraud is carried out in a planned and organized manner against an unspecified number of victims, causing damage that is virtually difficult to recover from, so it is necessary to punish them severely.",부정적인 정규 분포: 전화금융사기 범죄는 불특정 다수의 피해자를 대상으로 계획적이고 조직적으로 진행돼 사실상 회복이 어려운 피해를 초래하고 있어 엄벌이 필요하다.
6166,피해자 E에게 500만 원을 각 지급하였고,I paid 5 million won each to victim E,나는 피해자 E에게 각각 500만원을 지불했다.
6167,피해 회복이 전혀 이루어지지 않았으며,No recovery has been made,복구가 수행되지 않았습니다.
6170,피고인이 아직 피해자들에게 피해를 회복하지 못하고 있는 점 등 피고인에게 불리한 정상은 인정된다.,"Normalities against the Defendant are recognized, such as the fact that the Defendant has not yet recovered from the damage to the victims.",피고인이 피해자들의 피해로부터 아직 회복되지 않은 점 등 피고인에 대한 정상성이 인정된다.
6182,피고인이 1억 원에 달하는 거액을 편취하고도 현재까지도 피해회복이 전혀 이루어지지 않은 점,"The fact that even though the Defendant defrauded a large amount of KRW 100 million, the damage has not been recovered at all until now",피고인이 1억원의 거액을 사취하였음에도 그 손해가 지금까지 전혀 회복되지 아니한 사실
6192,900만 원을 지급받았고,I got 9 million won,나는 900만원을 받았다.
6203,그럼에도 피고인이 피해자에게 피해를 회복한 바 없는 점,"Nevertheless, the Defendant has not recovered the damage to the victim",그럼에도 불구하고 피고는 피해자의 피해를 회복하지 못하고 있다.
6204,"000만원에 매수하는 매매계약을 체결하면서 그 매수조건으로 피해자에게 ""위 부동산의 소유권을 먼저 넘겨주면 위 부동산에 설정된 P은행의 주택담보대출금 5","When signing a sales contract to purchase for KRW 10 million, he said to the victim as a condition of the purchase, ""If you hand over the ownership of the above real estate first, P Bank's mortgage loan set on the above real estate 5.""","그는 1천만원에 매입하는 매매계약을 체결할 때 피해자에게 ""위 부동산의 소유권을 먼저 넘겨주면 P은행의 주택담보대출이 위 부동산 5에 설정된다""고 매수조건을 제시했다."
6204,"300만원을 지급하겠다""고 거짓말을 하였다.","""I will pay 3 million won,"" he lied.","300만 원은 내겠다""고 거짓말을 했다."
6204,300만원을 지급해 줄 의사나 능력이 없었다.,He had no intention or ability to pay 3 million won.,그는 300만원을 지불할 의사도 능력도 없었다.
6204,500만 원을 지급하고,I'll pay 5 million won,500만원 지불하겠습니다.
6204,000원 포함)을 지급하기로 하는 내용이 포함된 법인 양도양수계약을 체결하였고,A corporation transfer contract was signed that included payment of KRW 000),000원의 지급을 포함한 법인이전계약 체결) 체결
